nombre,codigoBarras,unidad,precio,costo,iva,stockMinimo,stockMaximo,ubicacion,categoria,generico,descuentoDia,porcentajeDescuento,inicioDescuentoDia,finDescuentoDia,promoCantidadRequerida,inicioPromoCantidad,finPromoCantidad,porcentaje,inicio,fin,descuentoINAPAM,lote1,fechaCaducidad1,cantidad1,lote2,fechaCaducidad2,cantidad2,proveedor,farmacia,imagen
Desodorante Axe Barra Dark Temptation C/45 g,75076559,PZA,68,46.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed713,31/12/2026,614,lkj465,31/12/2027,4386,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
Desodorante Axe Barra Excite C/45 g,75076269,PZA,68,45,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed714,31/12/2026,1518,lkj466,31/12/2027,3482,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Desodorante Axe Barra Ice Chill C/45 g,75067052,PZA,68,41.1,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed715,31/12/2026,454,lkj467,31/12/2027,4546,67ca29917616105911bf9570,67d73b3a6348d5c1f9b74313,
Desodorante Axe Barra Ice Chill C/45 g,75076283,PZA,68,45,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed716,31/12/2026,1133,lkj468,31/12/2027,3867,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Desodorante Axe Barra Ice Chill C/45 g,75076566,PZA,68,45,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed717,31/12/2026,359,lkj469,31/12/2027,4641,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Desodorante Axe Barra Ice Fusion C/45 g,75076276,PZA,68,45,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed718,31/12/2026,1133,lkj470,31/12/2027,3867,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Desodorante Axe Barra Intense C/45 g,75076214,PZA,68,45,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed719,31/12/2026,1847,lkj471,31/12/2027,3153,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Desodorante Axe Barra Epic Fresh C/45 g,75076221,PZA,68,53.43,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed720,31/12/2026,1723,lkj472,31/12/2027,3277,67ca29917616105911bf9570,67d73b3a6348d5c1f9b74313,
Wildroot C/100 mL,7.50104E+12,PZA,46,29.65,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed721,31/12/2026,708,lkj473,31/12/2027,4292,67ca29917616105911bf9561,67d73b3a6348d5c1f9b74313,
Wildroot C/250 mL,7.50104E+12,PZA,79,58.52,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed722,31/12/2026,875,lkj474,31/12/2027,4125,67ca29917616105911bf9561,67d73b3a6348d5c1f9b74313,
DESOD SPEED STICK ,7.50955E+12,PZA,76,50,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed723,31/12/2026,551,lkj475,31/12/2027,4449,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
DESOD SPEED STICK ADN 150 ML,7.50955E+12,PZA,76,50,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed724,31/12/2026,1213,lkj476,31/12/2027,3787,67ca29917616105911bf955e,67d73b3a6348d5c1f9b74313,
DESOD SPEED STICK COOL BLUE 150 ML,7.50955E+12,PZA,76,50,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed725,31/12/2026,379,lkj477,31/12/2027,4621,67ca29917616105911bf955e,67d73b3a6348d5c1f9b74313,
DESOD ADIDAS BEST OF THE BEST SPRAY 90 G,3.6163E+12,PZA,76,50,FALSE,20,5000,,CABELLO,FALSE,,,,,,,,,,,TRUE,fed726,31/12/2026,1968,lkj478,31/12/2027,3032,67ca29917616105911bf955e,67d73b3a6348d5c1f9b74313,
DESOD SPEED STICK GEL XTREME NIGHT 85 G,7.50955E+12,PZA,76,50,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed727,31/12/2026,1941,lkj479,31/12/2027,3059,67ca29917616105911bf9561,67d73b3a6348d5c1f9b74313,
DESOD SPEED STICK COOL GREEN SPRAY 150 ML,7.50955E+12,PZA,76,50,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed728,31/12/2026,453,lkj480,31/12/2027,4547,67ca29917616105911bf955e,67d73b3a6348d5c1f9b74313,
DESOD SPEED STICK COOL SILVER 150 ML,7.50955E+12,PZA,76,50,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed729,31/12/2026,850,lkj481,31/12/2027,4150,67ca29917616105911bf955e,67d73b3a6348d5c1f9b74313,
DESOD SPEED STICK COOL SILVER 150 ML,7.50955E+12,PZA,76,50,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed730,31/12/2026,1664,lkj482,31/12/2027,3336,67ca29917616105911bf955e,67d73b3a6348d5c1f9b74313,
DESOD SPEED STICK STAIN GUARD 150 ML,7.50955E+12,PZA,76,45,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed731,31/12/2026,1534,lkj483,31/12/2027,3466,67ca29917616105911bf955e,67d73b3a6348d5c1f9b74313,
DESOD SPEED STICK SENSITIVE PROTECTION 150 ML,7.50955E+12,PZA,76,45,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed732,31/12/2026,742,lkj484,31/12/2027,4258,67ca29917616105911bf955e,67d73b3a6348d5c1f9b74313,
DESOD SPEED STICK WATER PROOF 150 ML,7.50955E+12,PZA,76,50,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed733,31/12/2026,1420,lkj485,31/12/2027,3580,67ca29917616105911bf955e,67d73b3a6348d5c1f9b74313,
DESOD SPEED STICK XTREME ULTRA,7.50955E+12,PZA,76,51.2,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed734,31/12/2026,22,lkj486,31/12/2027,4978,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Antitranspirante Roll-On Brut Deep Blue 50 g,7.50222E+12,PZA,34,23.11,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed735,31/12/2026,954,lkj487,31/12/2027,4046,67ca29917616105911bf9565,67d73b3a6348d5c1f9b74313,
Antitranspirante Roll-On 5 en 1 Brut Classic C/50 g,7.50222E+12,PZA,34,26.12,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed736,31/12/2026,1555,lkj488,31/12/2027,3445,67ca29917616105911bf9561,67d73b3a6348d5c1f9b74313,
Antitranspirante Roll-On Brut Classic C/50 g,7.50222E+12,PZA,34,17.18,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed737,31/12/2026,1343,lkj489,31/12/2027,3657,67ca29917616105911bf9561,67d73b3a6348d5c1f9b74313,
Antitranspirante Roll-On Brut Classic C/35 g,7.50222E+12,PZA,26,17.01,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed738,31/12/2026,457,lkj490,31/12/2027,4543,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
BRUT CLASSIC DEODORANTE BARRA C/65 G,7.50222E+12,PZA,49,36.96,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed739,31/12/2026,669,lkj491,31/12/2027,4331,67ca29917616105911bf9561,67d73b3a6348d5c1f9b74313,
BRUT DEEP BLUE STICK CLASSIC C/60 mL,7.50222E+12,PZA,64,41.55,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed740,31/12/2026,532,lkj492,31/12/2027,4468,67ca29917616105911bf9565,67d73b3a6348d5c1f9b74313,
BRUT CLASSIC ANTITRANSPIRANTE BARRA,7.50222E+12,PZA,64,43.56,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed741,31/12/2026,1646,lkj493,31/12/2027,3354,67ca29917616105911bf9561,67d73b3a6348d5c1f9b74313,
Antitranspirante en Barra 5 en 1 Brut Classic 70 g,7.50222E+12,PZA,64,46.37,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed742,31/12/2026,370,lkj494,31/12/2027,4630,67ca29917616105911bf9561,67d73b3a6348d5c1f9b74313,
Antitranspirante en Aerosol Brut Classic 150 ml,7.50222E+12,PZA,64,36.72,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed743,31/12/2026,256,lkj495,31/12/2027,4744,67ca29917616105911bf9565,67d73b3a6348d5c1f9b74313,
Antitranspirante en Aerosol Brut Ocean 150 ml,7.50231E+12,PZA,64,48.43,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed744,31/12/2026,1108,lkj496,31/12/2027,3892,67ca29917616105911bf9565,67d73b3a6348d5c1f9b74313,
Antitranspirante en Aerosol Brut Deep Blue 150 ml,7.50222E+12,PZA,64,48.43,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed745,31/12/2026,614,lkj497,31/12/2027,4386,67ca29917616105911bf9565,67d73b3a6348d5c1f9b74313,
Antitranspirante en Aerosol 5 en1 Brut Classic 150 ml,7.50222E+12,PZA,64,36.72,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed746,31/12/2026,795,lkj498,31/12/2027,4205,67ca29917616105911bf9565,67d73b3a6348d5c1f9b74313,
Desodorante en Aerosol Brut Classic C/150 mL,7.50222E+12,PZA,64,49.6,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed747,31/12/2026,195,lkj499,31/12/2027,4805,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
Desodorante en Aerosol Brut Classic C/150 mL,7.50222E+12,PZA,64,38.76,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed748,31/12/2026,751,lkj500,31/12/2027,4249,67ca29917616105911bf9565,67d73b3a6348d5c1f9b74313,
Antitranspirante en Aerosol Brut Sport 150 ml,7.50222E+12,PZA,64,40.46,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed749,31/12/2026,946,lkj501,31/12/2027,4054,67ca29917616105911bf9565,67d73b3a6348d5c1f9b74313,
Antitranspirante en Aerosol Brut Ghost 150 ml,7.50231E+12,PZA,64,48.43,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed750,31/12/2026,1824,lkj502,31/12/2027,3176,67ca29917616105911bf9565,67d73b3a6348d5c1f9b74313,
JABON PALMOLIVE COCO Y ALGODON C/4 PZAS,7.50955E+12,PZA,68,50,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed751,31/12/2026,35,lkj503,31/12/2027,4965,67ca29917616105911bf957d,67d73b3a6348d5c1f9b74313,
JABON PALMOLIVE YOGURT DE FRUTAS C/4 PZAS,7.50955E+12,PZA,68,50,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed752,31/12/2026,1934,lkj504,31/12/2027,3066,67ca29917616105911bf957d,67d73b3a6348d5c1f9b74313,
JABON PALMOLIVE SANDIA C/4 PZAS,7.50955E+12,PZA,68,50,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed753,31/12/2026,137,lkj505,31/12/2027,4863,67ca29917616105911bf957d,67d73b3a6348d5c1f9b74313,
JABON PALMOLIVE CEREZA Y COCO C/4 PZAS,7.50955E+12,PZA,68,50,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed754,31/12/2026,1346,lkj506,31/12/2027,3654,67ca29917616105911bf957d,67d73b3a6348d5c1f9b74313,
JABON PALMOLIVE FRUTOS DEL BOSQUE C/4 PZAS,7.50955E+12,PZA,68,50,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed755,31/12/2026,365,lkj507,31/12/2027,4635,67ca29917616105911bf957d,67d73b3a6348d5c1f9b74313,
JABON PALMOLIVE OLIVA Y ALOE,7.50955E+12,PZA,19,10.83,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed756,31/12/2026,910,lkj508,31/12/2027,4090,67ca29917616105911bf957b,67d73b3a6348d5c1f9b74313,
JABON PALMOLIVE JALEA REAL C/120 G,7.50955E+12,PZA,19,12.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed757,31/12/2026,831,lkj509,31/12/2027,4169,67ca29917616105911bf957d,67d73b3a6348d5c1f9b74313,
JABON PALMOLIVE YOGHURT Y FRUTAS ,7.50955E+12,PZA,19,12.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed758,31/12/2026,1859,lkj510,31/12/2027,3141,67ca29917616105911bf957d,67d73b3a6348d5c1f9b74313,
JABON PALMOLIVE COCO Y ALGODÓN ,7.50955E+12,PZA,19,12.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed759,31/12/2026,1294,lkj511,31/12/2027,3706,67ca29917616105911bf957d,67d73b3a6348d5c1f9b74313,
JABON PALMOLIVE LAVANDA Y CREMA ,7.50955E+12,PZA,19,12.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed760,31/12/2026,98,lkj512,31/12/2027,4902,67ca29917616105911bf957d,67d73b3a6348d5c1f9b74313,
JABON PALMOLIVE FRUTOS DEL BOSQUE Y AGUA DE COCO ,7.50955E+12,PZA,19,12.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed761,31/12/2026,1416,lkj513,31/12/2027,3584,67ca29917616105911bf957d,67d73b3a6348d5c1f9b74313,
JABON PALMOLIVE NATURALS LAVANDA Y CREMA C/4 PZAS,7.50955E+12,PZA,72,36,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed762,31/12/2026,1414,lkj514,31/12/2027,3586,67ca29917616105911bf955e,67d73b3a6348d5c1f9b74313,
JABON PALMOLIVE NEUTRO BALANCE DERMO PURIFICANTE C/4 PZAS,7.50955E+12,PZA,72,36,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed763,31/12/2026,1178,lkj515,31/12/2027,3822,67ca29917616105911bf955e,67d73b3a6348d5c1f9b74313,
JABON PALMOLIVE NEUTRO BALANCE DERMO LIMPIADOR C/4 PZAS,7.50955E+12,PZA,72,36,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed764,31/12/2026,711,lkj516,31/12/2027,4289,67ca29917616105911bf955e,67d73b3a6348d5c1f9b74313,
Desodorante en Aerosol Palmolive Neutro Balance Zero 120 ml,7.50955E+12,PZA,69,42.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed765,31/12/2026,1267,lkj517,31/12/2027,3733,67ca29917616105911bf957d,67d73b3a6348d5c1f9b74313,
Desodorante en Aerosol Palmolive Neutro Balance 150 ml,7.50955E+12,PZA,69,42.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed766,31/12/2026,620,lkj518,31/12/2027,4380,67ca29917616105911bf957d,67d73b3a6348d5c1f9b74313,
Jabon PALMOLIVE NEUTRO BALANCE C/120 g,7.50955E+12,PZA,19,12.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed767,31/12/2026,799,lkj519,31/12/2027,4201,67ca29917616105911bf957d,67d73b3a6348d5c1f9b74313,
Jabon PALMOLIVE NEUTRO BALANCE C/120 g,7.50955E+12,PZA,19,12.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed768,31/12/2026,1557,lkj520,31/12/2027,3443,67ca29917616105911bf957d,67d73b3a6348d5c1f9b74313,
PALMOLIVE NEUTRO BALANCE ANTIBACTERIAL C/120 G,7.50955E+12,PZA,22,12.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed769,31/12/2026,439,lkj521,31/12/2027,4561,67ca29917616105911bf957d,67d73b3a6348d5c1f9b74313,
PALMOLIVE NEUTRO BALANCE DERMOLIMPIADOR C/120 G,7.50955E+12,PZA,22,11.67,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed770,31/12/2026,6,lkj522,31/12/2027,4994,67ca29917616105911bf9577,67d73b3a6348d5c1f9b74313,
JABON PALMOLIVE NEUTRO BALANCE DERMOLIMPIADOR 6 PACK C/120 G,7.50955E+12,PZA,112,70,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed771,31/12/2026,1653,lkj523,31/12/2027,3347,67ca29917616105911bf9579,67d73b3a6348d5c1f9b74313,
JABON PALMOLIVE NEUTRO BALANCE C/4 PZAS,7.50955E+12,PZA,72,46,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed772,31/12/2026,1508,lkj524,31/12/2027,3492,67ca29917616105911bf955e,67d73b3a6348d5c1f9b74313,
JABON ESCUDO ANTIBACTERIAL C/150 G,7.50643E+12,PZA,23,12.1,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed773,31/12/2026,1476,lkj525,31/12/2027,3524,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
JABON ESCUDO ANTIBACTERIAL C/150 G,7.50643E+12,PZA,23,12.1,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed774,31/12/2026,1645,lkj526,31/12/2027,3355,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
JABON ESCUDO ANTIBACTERIAL C/150 G,7.50643E+12,PZA,23,13.33,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed775,31/12/2026,450,lkj527,31/12/2027,4550,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
JABON ESCUDO NEUTRO  /150 G,7.50643E+12,PZA,23,12.1,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed776,31/12/2026,352,lkj528,31/12/2027,4648,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
Jabón en Barra Asepxia Neutro C/100 g,6.5024E+11,PZA,56,36,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed777,31/12/2026,918,lkj529,31/12/2027,4082,67ca29917616105911bf9561,67d73b3a6348d5c1f9b74313,
Jabón en Barra Asepxia Carbón C/100 g,6.5024E+11,PZA,56,42.34,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed778,31/12/2026,1025,lkj530,31/12/2027,3975,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Jabón en Barra Asepxia Farma Azufre C/100 g,6.5024E+11,PZA,56,38.7,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed779,31/12/2026,1322,lkj531,31/12/2027,3678,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Jabón en Barra Asepxia Azufre C/100 g,6.5024E+11,PZA,56,32.67,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed780,31/12/2026,123,lkj532,31/12/2027,4877,67ca29917616105911bf9579,67d73b3a6348d5c1f9b74313,
Jabón en Barra Asepxia Forte C/100 g,6.5024E+11,PZA,56,38.7,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed781,31/12/2026,888,lkj533,31/12/2027,4112,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Jabón en Barra Asepxia Exfoliante C/100 g,6.5024E+11,PZA,56,32.67,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed782,31/12/2026,1454,lkj534,31/12/2027,3546,67ca29917616105911bf9579,67d73b3a6348d5c1f9b74313,
Jabón en Barra Asepxia Bicarbonato de Sodio C/100 g,6.5024E+11,PZA,56,36,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed783,31/12/2026,200,lkj535,31/12/2027,4800,67ca29917616105911bf9561,67d73b3a6348d5c1f9b74313,
Jabon Dove Original C/90 g C/4 barras,7.50631E+12,PZA,96,60,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed784,31/12/2026,579,lkj536,31/12/2027,4421,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Jabon Dove Pampering C/90 g C/4 Barras,7.50631E+12,PZA,96,72.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed785,31/12/2026,1608,lkj537,31/12/2027,3392,67ca29917616105911bf955e,67d73b3a6348d5c1f9b74313,
Jabon Dove Pampering C/90 g ,7.50631E+12,PZA,32,16.83,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed786,31/12/2026,50,lkj538,31/12/2027,4950,67ca29917616105911bf9579,67d73b3a6348d5c1f9b74313,
Jabon Dove Neutro Sensitive C/90 g ,8.72018E+12,PZA,32,16.83,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed787,31/12/2026,1084,lkj539,31/12/2027,3916,67ca29917616105911bf9579,67d73b3a6348d5c1f9b74313,
Jabon Dove Exfoliante Suave C/90 g ,7.50631E+12,PZA,32,16.83,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed788,31/12/2026,1986,lkj540,31/12/2027,3014,67ca29917616105911bf9579,67d73b3a6348d5c1f9b74313,
Jabon Dove Exfoliante C/90 g ,8.72018E+12,PZA,32,16.83,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed789,31/12/2026,1842,lkj541,31/12/2027,3158,67ca29917616105911bf9579,67d73b3a6348d5c1f9b74313,
Jabon Dove Original C/90 g ,7.50631E+12,PZA,32,15,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed790,31/12/2026,969,lkj542,31/12/2027,4031,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Jabon Dove Original C/135 g ,67238891190,PZA,38,20.82,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed791,31/12/2026,680,lkj543,31/12/2027,4320,67ca29917616105911bf9577,67d73b3a6348d5c1f9b74313,
Jabon Dove Exfoliante C/135 g ,7.50106E+12,PZA,38,23.72,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed792,31/12/2026,579,lkj544,31/12/2027,4421,67ca29917616105911bf9579,67d73b3a6348d5c1f9b74313,
Gel EGO Black C/200 mL,7.50631E+12,PZA,30,23.06,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed793,31/12/2026,1296,lkj545,31/12/2027,3704,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Gel EGO Alfa C/200 mL,7.50631E+12,PZA,26,14.58,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed794,31/12/2026,1498,lkj546,31/12/2027,3502,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Gel EGO Magnetic C/200 mL,7.50619E+12,PZA,26,14.58,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed795,31/12/2026,1625,lkj547,31/12/2027,3375,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Gel EGO Attraction C/200 mL,7.50619E+12,PZA,26,14.2,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed796,31/12/2026,1168,lkj548,31/12/2027,3832,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
Gel EGO Attraction C/200 mL,7.50619E+12,PZA,26,14.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed797,31/12/2026,651,lkj549,31/12/2027,4349,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
Gel Ego Ultra Intense C/200 mL,7.50631E+12,PZA,26,15.61,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed798,31/12/2026,1539,lkj550,31/12/2027,3461,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Gel EGO Alfa C/220 mL,7.50631E+12,PZA,30,20,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed799,31/12/2026,206,lkj551,31/12/2027,4794,67ca29917616105911bf9562,67d73b3a6348d5c1f9b74313,
Gel EGO Attraction C/220 mL,7.50631E+12,PZA,30,23.06,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed800,31/12/2026,215,lkj552,31/12/2027,4785,67ca29917616105911bf9562,67d73b3a6348d5c1f9b74313,
Gel Ego Black 24 Hr Fijación Máxima 450 mL,7.50631E+12,PZA,49,37.09,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed801,31/12/2026,1671,lkj553,31/12/2027,3329,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Gel Xtreme para ellos 12x C/250 g,7.503E+12,PZA,30,20.4,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed802,31/12/2026,1865,lkj554,31/12/2027,3135,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Gel Xtreme para ellas 12x C/260 g,7.503E+12,PZA,37,25.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed803,31/12/2026,505,lkj555,31/12/2027,4495,67ca29917616105911bf955e,67d73b3a6348d5c1f9b74313,
Gel Xtreme para todos 10x C/100 g,7.5012E+12,PZA,18,12.52,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed804,31/12/2026,1180,lkj556,31/12/2027,3820,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Gel Xtreme para todos 10x C/230 g,7.5012E+12,PZA,30,20.67,FALSE,20,5000,,CABELLO,FALSE,,,,,,,,,,,TRUE,fed805,31/12/2026,1450,lkj557,31/12/2027,3550,67ca29917616105911bf9562,67d73b3a6348d5c1f9b74313,
Gel Xtreme para todos 10x C/250 g,7.503E+12,PZA,30,17.6,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed806,31/12/2026,1030,lkj558,31/12/2027,3970,67ca29917616105911bf9581,67d73b3a6348d5c1f9b74313,
Gel Xtreme para todos 10x C/260 g,7.503E+12,PZA,36,22,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed807,31/12/2026,1054,lkj559,31/12/2027,3946,67ca29917616105911bf9562,67d73b3a6348d5c1f9b74313,
Gel Xtreme para todos 10x C/1.0 kg,7.503E+12,PZA,84,63.45,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,fed808,31/12/2026,1385,lkj560,31/12/2027,3615,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
